stationId,utc_time,hour,PM2.5,PM10,NO2,CO,O3,SO2
badaling_aq,2018-05-05 04:00:00,4,92.0,379.0,29.0,0.5,72.0,3.0
badaling_aq,2018-05-05 05:00:00,5,83.0,369.0,29.0,0.5,75.0,2.0
badaling_aq,2018-05-05 06:00:00,6,61.0,244.0,15.0,0.4,92.0,2.0
badaling_aq,2018-05-05 07:00:00,7,59.0,156.0,14.0,0.4,89.0,2.0
badaling_aq,2018-05-05 08:00:00,8,49.0,189.0,19.0,0.4,91.0,2.0
badaling_aq,2018-05-05 09:00:00,9,52.0,159.0,19.0,0.4,90.0,2.0
badaling_aq,2018-05-05 10:00:00,10,62.0,145.0,20.0,0.3,85.0,2.0
badaling_aq,2018-05-05 11:00:00,11,41.0,153.0,60.0,0.3,48.0,2.0
badaling_aq,2018-05-05 12:00:00,12,51.0,241.0,88.0,0.5,13.0,2.0
badaling_aq,2018-05-05 13:00:00,13,41.0,169.0,61.0,0.3,30.0,2.0
badaling_aq,2018-05-05 14:00:00,14,37.0,140.0,56.0,0.3,35.0,2.0
badaling_aq,2018-05-05 15:00:00,15,32.0,124.0,79.0,0.3,12.0,2.0
badaling_aq,2018-05-05 16:00:00,16,47.0,187.0,95.0,0.4,6.0,6.0
badaling_aq,2018-05-05 17:00:00,17,55.0,261.0,101.0,0.5,2.0,6.0
badaling_aq,2018-05-05 18:00:00,18,62.0,313.0,85.0,0.5,2.0,4.0
badaling_aq,2018-05-05 19:00:00,19,48.0,255.0,76.0,0.4,2.0,3.0
badaling_aq,2018-05-05 20:00:00,20,48.0,249.0,77.0,0.4,4.0,3.0
badaling_aq,2018-05-05 21:00:00,21,48.0,238.0,69.0,0.4,4.0,3.0
badaling_aq,2018-05-05 22:00:00,22,46.0,230.0,65.0,0.4,6.0,2.0
badaling_aq,2018-05-05 23:00:00,23,45.0,222.0,50.0,0.4,20.0,2.0
beibuxinqu_aq,2018-05-05 00:00:00,0,78.0,169.0,80.0,0.9,14.0,2.0
beibuxinqu_aq,2018-05-05 01:00:00,1,79.0,191.0,63.0,0.8,31.0,2.0
beibuxinqu_aq,2018-05-05 02:00:00,2,74.0,369.0,67.0,0.8,27.0,2.0
beibuxinqu_aq,2018-05-05 03:00:00,3,89.0,324.0,76.0,0.8,32.0,3.0
beibuxinqu_aq,2018-05-05 04:00:00,4,106.0,426.0,34.0,0.6,65.0,2.0
beibuxinqu_aq,2018-05-05 05:00:00,5,121.0,541.0,25.0,0.5,72.0,2.0
beibuxinqu_aq,2018-05-05 06:00:00,6,126.0,569.0,20.0,0.4,75.0,2.0
beibuxinqu_aq,2018-05-05 07:00:00,7,123.0,537.0,20.0,0.6,75.0,2.0
beibuxinqu_aq,2018-05-05 08:00:00,8,109.0,536.0,34.0,0.5,61.0,2.0
beibuxinqu_aq,2018-05-05 09:00:00,9,67.0,402.0,34.0,0.5,63.0,2.0
beibuxinqu_aq,2018-05-05 10:00:00,10,73.0,323.0,45.0,0.5,47.0,2.0
beibuxinqu_aq,2018-05-05 11:00:00,11,62.0,256.0,47.0,0.5,41.0,2.0
beibuxinqu_aq,2018-05-05 12:00:00,12,63.0,300.0,57.0,0.6,20.0,2.0
beibuxinqu_aq,2018-05-05 13:00:00,13,58.0,280.0,81.0,0.7,2.0,2.0
beibuxinqu_aq,2018-05-05 14:00:00,14,61.0,297.0,71.0,0.8,2.0,2.0
beibuxinqu_aq,2018-05-05 15:00:00,15,53.0,251.0,68.0,0.7,2.0,2.0
beibuxinqu_aq,2018-05-05 16:00:00,16,57.0,189.0,69.0,0.6,2.0,2.0
beibuxinqu_aq,2018-05-05 17:00:00,17,47.0,208.0,63.0,0.6,2.0,2.0
beibuxinqu_aq,2018-05-05 18:00:00,18,42.0,168.0,57.0,0.6,2.0,2.0
beibuxinqu_aq,2018-05-05 19:00:00,19,38.0,152.0,53.0,0.5,2.0,2.0
beibuxinqu_aq,2018-05-05 20:00:00,20,33.0,149.0,50.0,0.5,2.0,2.0
beibuxinqu_aq,2018-05-05 21:00:00,21,37.0,187.0,51.0,0.5,2.0,2.0
beibuxinqu_aq,2018-05-05 22:00:00,22,34.0,173.0,47.0,0.5,2.0,2.0
beibuxinqu_aq,2018-05-05 23:00:00,23,46.0,186.0,53.0,0.6,5.0,2.0
daxing_aq,2018-05-05 00:00:00,0,114.0,176.0,97.0,1.0,55.0,12.0
daxing_aq,2018-05-05 01:00:00,1,117.0,339.0,48.0,0.7,85.0,6.0
daxing_aq,2018-05-05 02:00:00,2,158.0,710.0,36.0,0.5,82.0,2.0
daxing_aq,2018-05-05 03:00:00,3,127.0,851.0,29.0,0.4,88.0,2.0
daxing_aq,2018-05-05 04:00:00,4,112.0,732.0,24.0,0.4,93.0,2.0
daxing_aq,2018-05-05 05:00:00,5,102.0,648.0,21.0,0.3,99.0,2.0
daxing_aq,2018-05-05 06:00:00,6,74.0,488.0,27.0,0.3,95.0,2.0
daxing_aq,2018-05-05 07:00:00,7,61.0,374.0,38.0,0.4,81.0,2.0
daxing_aq,2018-05-05 08:00:00,8,42.0,266.0,34.0,0.3,83.0,2.0
daxing_aq,2018-05-05 09:00:00,9,34.0,245.0,33.0,0.4,81.0,2.0
daxing_aq,2018-05-05 10:00:00,10,37.0,224.0,46.0,0.4,66.0,2.0
daxing_aq,2018-05-05 11:00:00,11,33.0,201.0,46.0,0.4,69.0,2.0
daxing_aq,2018-05-05 12:00:00,12,,,64.0,0.5,53.0,2.0
daxing_aq,2018-05-05 13:00:00,13,113.0,249.0,76.0,0.6,40.0,3.0
daxing_aq,2018-05-05 14:00:00,14,125.0,442.0,71.0,0.7,50.0,5.0
daxing_aq,2018-05-05 15:00:00,15,106.0,442.0,88.0,0.7,33.0,5.0
daxing_aq,2018-05-05 16:00:00,16,92.0,403.0,67.0,0.7,54.0,4.0
daxing_aq,2018-05-05 17:00:00,17,62.0,320.0,68.0,0.7,38.0,2.0
daxing_aq,2018-05-05 18:00:00,18,43.0,254.0,82.0,0.7,18.0,2.0
daxing_aq,2018-05-05 19:00:00,19,40.0,178.0,102.0,0.8,18.0,2.0
daxing_aq,2018-05-05 20:00:00,20,37.0,211.0,115.0,0.8,2.0,2.0
daxing_aq,2018-05-05 21:00:00,21,42.0,232.0,101.0,0.8,2.0,2.0
daxing_aq,2018-05-05 22:00:00,22,72.0,379.0,96.0,0.9,2.0,2.0
daxing_aq,2018-05-05 23:00:00,23,52.0,316.0,84.0,0.8,2.0,3.0
dingling_aq,2018-05-05 00:00:00,0,67.0,491.0,7.0,0.2,92.0,4.0
dingling_aq,2018-05-05 01:00:00,1,86.0,450.0,7.0,0.2,95.0,4.0
dingling_aq,2018-05-05 02:00:00,2,52.0,344.0,6.0,0.2,98.0,4.0
dingling_aq,2018-05-05 03:00:00,3,49.0,266.0,12.0,0.2,91.0,4.0
dingling_aq,2018-05-05 04:00:00,4,71.0,253.0,9.0,0.2,93.0,4.0
dingling_aq,2018-05-05 05:00:00,5,79.0,378.0,9.0,0.2,97.0,4.0
dingling_aq,2018-05-05 06:00:00,6,89.0,330.0,8.0,0.2,101.0,4.0
dingling_aq,2018-05-05 07:00:00,7,48.0,158.0,5.0,0.2,106.0,4.0
dingling_aq,2018-05-05 08:00:00,8,24.0,129.0,6.0,0.2,96.0,4.0
dingling_aq,2018-05-05 09:00:00,9,48.0,143.0,5.0,0.2,97.0,5.0
dingling_aq,2018-05-05 10:00:00,10,47.0,133.0,5.0,0.2,98.0,5.0
dingling_aq,2018-05-05 11:00:00,11,57.0,131.0,6.0,0.2,92.0,4.0
dingling_aq,2018-05-05 12:00:00,12,3.0,124.0,10.0,0.2,68.0,5.0
dingling_aq,2018-05-05 13:00:00,13,3.0,96.0,11.0,0.2,60.0,5.0
dingling_aq,2018-05-05 14:00:00,14,18.0,74.0,7.0,0.2,56.0,5.0
dingling_aq,2018-05-05 15:00:00,15,55.0,60.0,6.0,0.2,58.0,5.0
dingling_aq,2018-05-05 16:00:00,16,3.0,67.0,8.0,0.2,51.0,5.0
dingling_aq,2018-05-05 17:00:00,17,35.0,83.0,7.0,0.3,56.0,4.0
dingling_aq,2018-05-05 18:00:00,18,7.0,119.0,11.0,0.3,55.0,2.0
dingling_aq,2018-05-05 19:00:00,19,15.0,142.0,12.0,0.3,52.0,2.0
dingling_aq,2018-05-05 20:00:00,20,51.0,158.0,16.0,0.3,47.0,2.0
dingling_aq,2018-05-05 21:00:00,21,59.0,173.0,8.0,0.4,43.0,2.0
dingling_aq,2018-05-05 22:00:00,22,91.0,188.0,16.0,0.4,45.0,2.0
dingling_aq,2018-05-05 23:00:00,23,59.0,225.0,14.0,0.4,57.0,2.0
donggaocun_aq,2018-05-05 00:00:00,0,90.0,116.0,21.0,0.7,79.0,13.0
donggaocun_aq,2018-05-05 01:00:00,1,95.0,134.0,39.0,0.8,63.0,14.0
donggaocun_aq,2018-05-05 02:00:00,2,106.0,138.0,49.0,0.8,76.0,14.0
donggaocun_aq,2018-05-05 03:00:00,3,81.0,196.0,22.0,0.5,112.0,13.0
donggaocun_aq,2018-05-05 04:00:00,4,156.0,253.0,13.0,0.4,117.0,12.0
donggaocun_aq,2018-05-05 05:00:00,5,48.0,206.0,8.0,0.3,120.0,10.0
donggaocun_aq,2018-05-05 06:00:00,6,57.0,207.0,7.0,0.2,120.0,12.0
donggaocun_aq,2018-05-05 07:00:00,7,38.0,155.0,10.0,0.2,109.0,10.0
donggaocun_aq,2018-05-05 08:00:00,8,28.0,104.0,7.0,0.2,113.0,9.0
donggaocun_aq,2018-05-05 09:00:00,9,22.0,93.0,9.0,0.2,110.0,8.0
donggaocun_aq,2018-05-05 10:00:00,10,26.0,81.0,9.0,0.2,108.0,10.0
donggaocun_aq,2018-05-05 11:00:00,11,52.0,254.0,28.0,0.7,79.0,19.0
donggaocun_aq,2018-05-05 12:00:00,12,115.0,456.0,34.0,1.2,79.0,35.0
donggaocun_aq,2018-05-05 13:00:00,13,92.0,368.0,32.0,1.1,73.0,29.0
donggaocun_aq,2018-05-05 14:00:00,14,71.0,311.0,28.0,0.8,70.0,23.0
donggaocun_aq,2018-05-05 15:00:00,15,62.0,263.0,26.0,0.6,62.0,16.0
donggaocun_aq,2018-05-05 16:00:00,16,57.0,226.0,24.0,0.7,53.0,15.0
donggaocun_aq,2018-05-05 17:00:00,17,56.0,211.0,23.0,0.8,54.0,18.0
donggaocun_aq,2018-05-05 18:00:00,18,46.0,203.0,21.0,1.0,47.0,16.0
donggaocun_aq,2018-05-05 19:00:00,19,56.0,209.0,23.0,0.8,47.0,15.0
donggaocun_aq,2018-05-05 20:00:00,20,35.0,194.0,21.0,0.8,,13.0
donggaocun_aq,2018-05-05 21:00:00,21,82.0,193.0,18.0,0.7,55.0,8.0
donggaocun_aq,2018-05-05 22:00:00,22,52.0,194.0,16.0,0.6,58.0,7.0
donggaocun_aq,2018-05-05 23:00:00,23,58.0,216.0,15.0,0.6,55.0,8.0
dongsi_aq,2018-05-05 00:00:00,0,88.0,,60.0,0.7,84.0,7.0
dongsi_aq,2018-05-05 01:00:00,1,118.0,250.0,36.0,0.5,91.0,3.0
dongsi_aq,2018-05-05 02:00:00,2,,,32.0,0.3,77.0,2.0
dongsi_aq,2018-05-05 03:00:00,3,206.0,560.0,31.0,0.3,77.0,2.0
dongsi_aq,2018-05-05 04:00:00,4,212.0,529.0,20.0,0.2,87.0,2.0
dongsi_aq,2018-05-05 05:00:00,5,186.0,468.0,20.0,0.1,90.0,2.0
dongsi_aq,2018-05-05 06:00:00,6,147.0,367.0,24.0,0.2,84.0,2.0
dongsi_aq,2018-05-05 07:00:00,7,100.0,203.0,19.0,0.1,87.0,2.0
dongsi_aq,2018-05-05 08:00:00,8,97.0,189.0,18.0,0.1,86.0,2.0
dongsi_aq,2018-05-05 09:00:00,9,71.0,168.0,22.0,0.1,83.0,2.0
dongsi_aq,2018-05-05 10:00:00,10,66.0,174.0,27.0,0.2,79.0,2.0
dongsi_aq,2018-05-05 11:00:00,11,,141.0,34.0,0.2,73.0,2.0
dongsi_aq,2018-05-05 12:00:00,12,,125.0,34.0,0.3,74.0,2.0
dongsi_aq,2018-05-05 13:00:00,13,37.0,132.0,45.0,0.4,58.0,2.0
dongsi_aq,2018-05-05 14:00:00,14,70.0,294.0,29.0,0.4,89.0,6.0
dongsi_aq,2018-05-05 15:00:00,15,72.0,281.0,33.0,0.4,76.0,6.0
dongsi_aq,2018-05-05 16:00:00,16,97.0,306.0,33.0,0.4,79.0,5.0
dongsi_aq,2018-05-05 17:00:00,17,61.0,213.0,37.0,0.5,67.0,4.0
dongsi_aq,2018-05-05 18:00:00,18,64.0,188.0,49.0,0.5,40.0,3.0
dongsi_aq,2018-05-05 19:00:00,19,70.0,192.0,86.0,0.7,2.0,3.0
dongsi_aq,2018-05-05 20:00:00,20,69.0,185.0,83.0,0.6,2.0,3.0
dongsi_aq,2018-05-05 21:00:00,21,60.0,171.0,77.0,0.8,2.0,2.0
dongsi_aq,2018-05-05 22:00:00,22,52.0,142.0,80.0,0.7,2.0,2.0
dongsi_aq,2018-05-05 23:00:00,23,61.0,162.0,75.0,0.6,3.0,3.0
dongsihuan_aq,2018-05-05 00:00:00,0,69.0,121.0,97.0,0.8,45.0,9.0
dongsihuan_aq,2018-05-05 01:00:00,1,52.0,245.0,90.0,0.8,38.0,6.0
dongsihuan_aq,2018-05-05 02:00:00,2,59.0,548.0,73.0,0.6,46.0,4.0
dongsihuan_aq,2018-05-05 03:00:00,3,62.0,902.0,62.0,0.5,54.0,3.0
dongsihuan_aq,2018-05-05 04:00:00,4,61.0,687.0,52.0,0.4,61.0,3.0
dongsihuan_aq,2018-05-05 05:00:00,5,53.0,563.0,55.0,0.5,60.0,2.0
dongsihuan_aq,2018-05-05 06:00:00,6,37.0,429.0,57.0,0.5,55.0,2.0
dongsihuan_aq,2018-05-05 07:00:00,7,28.0,280.0,66.0,0.5,48.0,2.0
dongsihuan_aq,2018-05-05 08:00:00,8,25.0,240.0,60.0,0.5,52.0,2.0
dongsihuan_aq,2018-05-05 09:00:00,9,54.0,232.0,57.0,0.5,50.0,2.0
dongsihuan_aq,2018-05-05 10:00:00,10,37.0,183.0,53.0,0.4,56.0,2.0
dongsihuan_aq,2018-05-05 11:00:00,11,28.0,155.0,71.0,0.5,42.0,2.0
dongsihuan_aq,2018-05-05 12:00:00,12,28.0,135.0,97.0,0.7,14.0,3.0
dongsihuan_aq,2018-05-05 13:00:00,13,45.0,171.0,100.0,0.8,12.0,6.0
dongsihuan_aq,2018-05-05 14:00:00,14,57.0,343.0,92.0,0.9,22.0,7.0
dongsihuan_aq,2018-05-05 15:00:00,15,62.0,381.0,109.0,0.9,2.0,10.0
dongsihuan_aq,2018-05-05 16:00:00,16,60.0,341.0,108.0,0.7,2.0,7.0
dongsihuan_aq,2018-05-05 17:00:00,17,59.0,339.0,111.0,0.8,2.0,10.0
dongsihuan_aq,2018-05-05 18:00:00,18,54.0,258.0,110.0,0.7,2.0,10.0
dongsihuan_aq,2018-05-05 19:00:00,19,54.0,242.0,108.0,0.8,2.0,13.0
dongsihuan_aq,2018-05-05 20:00:00,20,57.0,226.0,107.0,0.8,2.0,12.0
dongsihuan_aq,2018-05-05 21:00:00,21,60.0,237.0,103.0,0.8,2.0,16.0
dongsihuan_aq,2018-05-05 22:00:00,22,61.0,242.0,113.0,1.0,2.0,19.0
dongsihuan_aq,2018-05-05 23:00:00,23,58.0,235.0,95.0,0.9,2.0,15.0
fangshan_aq,2018-05-05 00:00:00,0,72.0,173.0,98.0,0.7,51.0,11.0
fangshan_aq,2018-05-05 01:00:00,1,59.0,274.0,80.0,0.5,59.0,7.0
fangshan_aq,2018-05-05 02:00:00,2,62.0,396.0,43.0,0.4,91.0,3.0
fangshan_aq,2018-05-05 03:00:00,3,82.0,505.0,30.0,0.3,102.0,2.0
fangshan_aq,2018-05-05 04:00:00,4,102.0,694.0,22.0,0.2,108.0,2.0
fangshan_aq,2018-05-05 05:00:00,5,113.0,677.0,21.0,0.2,110.0,2.0
fangshan_aq,2018-05-05 06:00:00,6,82.0,547.0,27.0,0.2,100.0,2.0
fangshan_aq,2018-05-05 07:00:00,7,72.0,465.0,38.0,0.3,89.0,2.0
fangshan_aq,2018-05-05 08:00:00,8,53.0,317.0,30.0,0.2,97.0,2.0
fangshan_aq,2018-05-05 09:00:00,9,39.0,240.0,35.0,0.2,88.0,2.0
fangshan_aq,2018-05-05 10:00:00,10,39.0,250.0,40.0,0.3,78.0,2.0
fangshan_aq,2018-05-05 11:00:00,11,46.0,291.0,52.0,0.3,64.0,2.0
fangshan_aq,2018-05-05 12:00:00,12,53.0,244.0,53.0,0.3,60.0,2.0
fangshan_aq,2018-05-05 13:00:00,13,86.0,190.0,53.0,0.4,58.0,2.0
fangshan_aq,2018-05-05 14:00:00,14,47.0,257.0,80.0,0.5,35.0,3.0
fangshan_aq,2018-05-05 15:00:00,15,60.0,370.0,74.0,0.6,47.0,4.0
fangshan_aq,2018-05-05 16:00:00,16,61.0,366.0,70.0,0.6,46.0,4.0
fangshan_aq,2018-05-05 17:00:00,17,58.0,342.0,82.0,0.6,35.0,3.0
fangshan_aq,2018-05-05 18:00:00,18,58.0,297.0,111.0,0.6,2.0,3.0
fangshan_aq,2018-05-05 19:00:00,19,76.0,279.0,110.0,0.5,2.0,2.0
fangshan_aq,2018-05-05 20:00:00,20,59.0,282.0,102.0,0.5,,2.0
fangshan_aq,2018-05-05 21:00:00,21,52.0,260.0,83.0,0.5,2.0,2.0
fangshan_aq,2018-05-05 22:00:00,22,48.0,243.0,73.0,0.5,4.0,2.0
fangshan_aq,2018-05-05 23:00:00,23,44.0,243.0,59.0,0.5,16.0,2.0
fengtaihuayuan_aq,2018-05-05 00:00:00,0,91.0,163.0,111.0,0.9,29.0,8.0
fengtaihuayuan_aq,2018-05-05 01:00:00,1,87.0,244.0,67.0,0.7,65.0,6.0
fengtaihuayuan_aq,2018-05-05 02:00:00,2,118.0,402.0,37.0,0.5,90.0,3.0
fengtaihuayuan_aq,2018-05-05 03:00:00,3,177.0,674.0,31.0,0.4,85.0,2.0
fengtaihuayuan_aq,2018-05-05 04:00:00,4,162.0,669.0,21.0,0.3,96.0,2.0
fengtaihuayuan_aq,2018-05-05 05:00:00,5,60.0,583.0,20.0,0.3,95.0,2.0
fengtaihuayuan_aq,2018-05-05 06:00:00,6,102.0,524.0,26.0,0.3,89.0,2.0
fengtaihuayuan_aq,2018-05-05 07:00:00,7,109.0,375.0,27.0,0.3,85.0,2.0
fengtaihuayuan_aq,2018-05-05 08:00:00,8,79.0,246.0,23.0,0.2,88.0,2.0
fengtaihuayuan_aq,2018-05-05 09:00:00,9,58.0,217.0,28.0,0.3,82.0,2.0
fengtaihuayuan_aq,2018-05-05 10:00:00,10,63.0,225.0,33.0,0.3,75.0,2.0
fengtaihuayuan_aq,2018-05-05 11:00:00,11,49.0,218.0,38.0,0.4,69.0,2.0
fengtaihuayuan_aq,2018-05-05 12:00:00,12,40.0,192.0,44.0,0.4,60.0,2.0
fengtaihuayuan_aq,2018-05-05 13:00:00,13,52.0,159.0,52.0,0.5,51.0,2.0
fengtaihuayuan_aq,2018-05-05 14:00:00,14,59.0,221.0,48.0,0.6,62.0,4.0
fengtaihuayuan_aq,2018-05-05 15:00:00,15,77.0,372.0,43.0,0.7,71.0,5.0
fengtaihuayuan_aq,2018-05-05 16:00:00,16,77.0,339.0,43.0,0.6,65.0,5.0
fengtaihuayuan_aq,2018-05-05 17:00:00,17,96.0,324.0,57.0,0.6,45.0,4.0
fengtaihuayuan_aq,2018-05-05 18:00:00,18,89.0,339.0,99.0,0.7,8.0,5.0
fengtaihuayuan_aq,2018-05-05 19:00:00,19,72.0,309.0,90.0,0.6,2.0,4.0
fengtaihuayuan_aq,2018-05-05 20:00:00,20,68.0,295.0,91.0,0.6,2.0,4.0
fengtaihuayuan_aq,2018-05-05 21:00:00,21,68.0,262.0,84.0,0.6,2.0,3.0
fengtaihuayuan_aq,2018-05-05 22:00:00,22,55.0,240.0,78.0,0.5,2.0,2.0
fengtaihuayuan_aq,2018-05-05 23:00:00,23,58.0,257.0,77.0,0.6,4.0,3.0
guanyuan_aq,2018-05-05 00:00:00,0,73.0,135.0,97.0,0.9,55.0,9.0
guanyuan_aq,2018-05-05 01:00:00,1,74.0,195.0,68.0,0.7,84.0,6.0
guanyuan_aq,2018-05-05 02:00:00,2,127.0,447.0,43.0,0.5,82.0,2.0
guanyuan_aq,2018-05-05 03:00:00,3,159.0,677.0,43.0,0.4,72.0,2.0
guanyuan_aq,2018-05-05 04:00:00,4,169.0,633.0,36.0,0.2,90.0,2.0
guanyuan_aq,2018-05-05 05:00:00,5,110.0,542.0,22.0,0.2,99.0,2.0
guanyuan_aq,2018-05-05 06:00:00,6,100.0,505.0,55.0,0.3,62.0,2.0
guanyuan_aq,2018-05-05 07:00:00,7,61.0,338.0,37.0,0.2,76.0,2.0
guanyuan_aq,2018-05-05 08:00:00,8,42.0,237.0,41.0,0.2,74.0,2.0
guanyuan_aq,2018-05-05 09:00:00,9,40.0,214.0,40.0,0.2,74.0,2.0
guanyuan_aq,2018-05-05 10:00:00,10,41.0,224.0,40.0,0.3,74.0,2.0
guanyuan_aq,2018-05-05 11:00:00,11,39.0,178.0,41.0,0.3,72.0,2.0
guanyuan_aq,2018-05-05 12:00:00,12,37.0,169.0,43.0,0.4,65.0,2.0
guanyuan_aq,2018-05-05 13:00:00,13,98.0,142.0,52.0,0.5,51.0,2.0
guanyuan_aq,2018-05-05 14:00:00,14,89.0,254.0,44.0,0.5,71.0,5.0
guanyuan_aq,2018-05-05 15:00:00,15,88.0,365.0,34.0,0.6,91.0,7.0
guanyuan_aq,2018-05-05 16:00:00,16,80.0,309.0,43.0,0.6,67.0,5.0
guanyuan_aq,2018-05-05 17:00:00,17,85.0,308.0,56.0,0.6,45.0,5.0
guanyuan_aq,2018-05-05 18:00:00,18,66.0,275.0,79.0,0.7,9.0,3.0
guanyuan_aq,2018-05-05 19:00:00,19,58.0,185.0,85.0,0.5,2.0,2.0
guanyuan_aq,2018-05-05 20:00:00,20,53.0,181.0,82.0,0.6,2.0,2.0
guanyuan_aq,2018-05-05 21:00:00,21,47.0,174.0,74.0,0.6,2.0,2.0
guanyuan_aq,2018-05-05 22:00:00,22,45.0,185.0,72.0,0.6,2.0,2.0
guanyuan_aq,2018-05-05 23:00:00,23,54.0,211.0,76.0,0.7,2.0,2.0
gucheng_aq,2018-05-05 00:00:00,0,85.0,135.0,85.0,0.7,51.0,6.0
gucheng_aq,2018-05-05 01:00:00,1,81.0,174.0,100.0,0.7,34.0,7.0
gucheng_aq,2018-05-05 02:00:00,2,89.0,186.0,80.0,0.6,47.0,7.0
gucheng_aq,2018-05-05 03:00:00,3,81.0,246.0,57.0,0.6,65.0,5.0
gucheng_aq,2018-05-05 04:00:00,4,121.0,348.0,25.0,0.4,90.0,2.0
gucheng_aq,2018-05-05 05:00:00,5,121.0,414.0,19.0,0.3,92.0,2.0
gucheng_aq,2018-05-05 06:00:00,6,112.0,413.0,27.0,0.3,82.0,2.0
gucheng_aq,2018-05-05 07:00:00,7,112.0,373.0,31.0,0.3,77.0,2.0
gucheng_aq,2018-05-05 08:00:00,8,88.0,262.0,27.0,0.3,80.0,2.0
gucheng_aq,2018-05-05 09:00:00,9,92.0,217.0,30.0,0.3,73.0,2.0
gucheng_aq,2018-05-05 10:00:00,10,97.0,237.0,31.0,0.3,77.0,2.0
gucheng_aq,2018-05-05 11:00:00,11,76.0,203.0,42.0,0.4,67.0,2.0
gucheng_aq,2018-05-05 12:00:00,12,74.0,220.0,62.0,0.5,43.0,2.0
gucheng_aq,2018-05-05 13:00:00,13,67.0,180.0,86.0,0.6,17.0,2.0
gucheng_aq,2018-05-05 14:00:00,14,,,114.0,0.8,2.0,3.0
gucheng_aq,2018-05-05 15:00:00,15,122.0,261.0,101.0,0.7,2.0,3.0
gucheng_aq,2018-05-05 16:00:00,16,90.0,209.0,90.0,0.6,2.0,2.0
gucheng_aq,2018-05-05 17:00:00,17,80.0,191.0,82.0,0.5,2.0,2.0
gucheng_aq,2018-05-05 18:00:00,18,82.0,200.0,83.0,0.5,2.0,2.0
gucheng_aq,2018-05-05 19:00:00,19,76.0,172.0,84.0,0.4,2.0,2.0
gucheng_aq,2018-05-05 20:00:00,20,75.0,190.0,72.0,0.3,10.0,2.0
gucheng_aq,2018-05-05 21:00:00,21,79.0,184.0,73.0,0.4,6.0,2.0
gucheng_aq,2018-05-05 22:00:00,22,95.0,195.0,76.0,0.4,4.0,2.0
gucheng_aq,2018-05-05 23:00:00,23,129.0,172.0,47.0,0.4,31.0,2.0
huairou_aq,2018-05-05 00:00:00,0,73.0,162.0,40.0,0.8,75.0,4.0
huairou_aq,2018-05-05 01:00:00,1,74.0,206.0,33.0,0.7,67.0,4.0
