stationId,utc_time,hour,PM2.5,PM10,NO2,CO,O3,SO2
beibuxinqu_aq,2018-05-06 10:00:00,10,51.0,240.0,15.0,0.5,143.0,4.0
beibuxinqu_aq,2018-05-06 11:00:00,11,48.0,225.0,19.0,0.6,142.0,4.0
beibuxinqu_aq,2018-05-06 12:00:00,12,44.0,169.0,24.0,0.6,126.0,4.0
beibuxinqu_aq,2018-05-06 13:00:00,13,40.0,239.0,37.0,0.6,91.0,2.0
beibuxinqu_aq,2018-05-06 14:00:00,14,41.0,177.0,38.0,0.7,73.0,2.0
beibuxinqu_aq,2018-05-06 15:00:00,15,64.0,174.0,43.0,0.7,50.0,2.0
beibuxinqu_aq,2018-05-06 16:00:00,16,49.0,163.0,50.0,0.7,32.0,2.0
beibuxinqu_aq,2018-05-06 17:00:00,17,42.0,181.0,59.0,0.7,14.0,2.0
beibuxinqu_aq,2018-05-06 18:00:00,18,40.0,148.0,54.0,0.7,13.0,2.0
beibuxinqu_aq,2018-05-06 19:00:00,19,41.0,146.0,55.0,0.7,11.0,2.0
beibuxinqu_aq,2018-05-06 20:00:00,20,38.0,126.0,54.0,0.7,9.0,2.0
beibuxinqu_aq,2018-05-06 21:00:00,21,36.0,101.0,72.0,0.7,4.0,2.0
beibuxinqu_aq,2018-05-06 22:00:00,22,38.0,142.0,67.0,0.7,2.0,2.0
beibuxinqu_aq,2018-05-06 23:00:00,23,40.0,125.0,59.0,0.7,11.0,2.0
daxing_aq,2018-05-06 00:00:00,0,146.0,308.0,80.0,0.8,26.0,6.0
daxing_aq,2018-05-06 01:00:00,1,95.0,219.0,45.0,0.7,78.0,8.0
daxing_aq,2018-05-06 02:00:00,2,175.0,197.0,30.0,0.7,105.0,7.0
daxing_aq,2018-05-06 03:00:00,3,217.0,,23.0,0.6,126.0,5.0
daxing_aq,2018-05-06 04:00:00,4,230.0,,15.0,0.6,142.0,4.0
daxing_aq,2018-05-06 05:00:00,5,269.0,,11.0,0.5,144.0,3.0
daxing_aq,2018-05-06 06:00:00,6,110.0,147.0,12.0,0.4,143.0,2.0
daxing_aq,2018-05-06 07:00:00,7,113.0,202.0,13.0,0.5,150.0,3.0
daxing_aq,2018-05-06 08:00:00,8,43.0,187.0,15.0,0.5,148.0,2.0
daxing_aq,2018-05-06 09:00:00,9,102.0,182.0,18.0,0.5,146.0,4.0
daxing_aq,2018-05-06 10:00:00,10,,170.0,24.0,0.5,134.0,6.0
daxing_aq,2018-05-06 11:00:00,11,,167.0,26.0,0.6,125.0,10.0
daxing_aq,2018-05-06 12:00:00,12,,230.0,27.0,0.7,124.0,9.0
daxing_aq,2018-05-06 13:00:00,13,44.0,218.0,45.0,0.7,95.0,10.0
daxing_aq,2018-05-06 14:00:00,14,44.0,221.0,41.0,0.7,87.0,8.0
daxing_aq,2018-05-06 15:00:00,15,42.0,243.0,43.0,0.7,75.0,7.0
daxing_aq,2018-05-06 16:00:00,16,40.0,187.0,42.0,0.7,72.0,5.0
daxing_aq,2018-05-06 17:00:00,17,42.0,183.0,29.0,0.7,74.0,4.0
daxing_aq,2018-05-06 18:00:00,18,45.0,176.0,38.0,0.7,54.0,3.0
daxing_aq,2018-05-06 19:00:00,19,46.0,166.0,47.0,0.7,38.0,2.0
daxing_aq,2018-05-06 20:00:00,20,49.0,161.0,45.0,0.7,32.0,2.0
daxing_aq,2018-05-06 21:00:00,21,55.0,158.0,75.0,0.8,7.0,2.0
daxing_aq,2018-05-06 22:00:00,22,61.0,215.0,97.0,0.9,2.0,3.0
daxing_aq,2018-05-06 23:00:00,23,50.0,207.0,110.0,1.0,2.0,4.0
dingling_aq,2018-05-06 00:00:00,0,46.0,210.0,26.0,0.4,49.0,2.0
dingling_aq,2018-05-06 01:00:00,1,3.0,204.0,41.0,0.4,39.0,3.0
dingling_aq,2018-05-06 02:00:00,2,19.0,223.0,43.0,0.4,53.0,5.0
dingling_aq,2018-05-06 03:00:00,3,57.0,225.0,29.0,0.3,81.0,2.0
dingling_aq,2018-05-06 04:00:00,4,62.0,208.0,27.0,0.3,99.0,3.0
dingling_aq,2018-05-06 05:00:00,5,77.0,187.0,26.0,0.3,108.0,2.0
dingling_aq,2018-05-06 06:00:00,6,116.0,163.0,18.0,0.3,131.0,2.0
dingling_aq,2018-05-06 07:00:00,7,16.0,165.0,16.0,0.3,164.0,2.0
dingling_aq,2018-05-06 08:00:00,8,75.0,192.0,16.0,0.4,172.0,3.0
dingling_aq,2018-05-06 09:00:00,9,97.0,188.0,15.0,0.3,169.0,3.0
dingling_aq,2018-05-06 10:00:00,10,75.0,183.0,16.0,0.4,156.0,3.0
dingling_aq,2018-05-06 11:00:00,11,95.0,180.0,20.0,0.4,144.0,3.0
dingling_aq,2018-05-06 12:00:00,12,34.0,161.0,17.0,0.4,118.0,2.0
dingling_aq,2018-05-06 13:00:00,13,75.0,152.0,16.0,0.4,115.0,2.0
dingling_aq,2018-05-06 14:00:00,14,,131.0,17.0,0.4,112.0,2.0
dingling_aq,2018-05-06 15:00:00,15,3.0,119.0,24.0,0.4,88.0,2.0
dingling_aq,2018-05-06 16:00:00,16,8.0,114.0,16.0,0.4,97.0,2.0
dingling_aq,2018-05-06 17:00:00,17,36.0,103.0,15.0,0.4,93.0,2.0
dingling_aq,2018-05-06 18:00:00,18,3.0,98.0,15.0,0.4,85.0,2.0
dingling_aq,2018-05-06 19:00:00,19,51.0,98.0,17.0,0.4,87.0,2.0
dingling_aq,2018-05-06 20:00:00,20,30.0,108.0,21.0,0.4,70.0,2.0
dingling_aq,2018-05-06 21:00:00,21,60.0,103.0,23.0,0.4,74.0,2.0
dingling_aq,2018-05-06 22:00:00,22,10.0,112.0,26.0,0.4,71.0,2.0
dingling_aq,2018-05-06 23:00:00,23,57.0,137.0,33.0,0.5,56.0,2.0
donggaocun_aq,2018-05-06 00:00:00,0,53.0,211.0,15.0,0.6,59.0,9.0
donggaocun_aq,2018-05-06 01:00:00,1,57.0,228.0,33.0,0.8,50.0,10.0
donggaocun_aq,2018-05-06 02:00:00,2,58.0,253.0,16.0,0.5,109.0,10.0
donggaocun_aq,2018-05-06 03:00:00,3,59.0,266.0,17.0,0.5,121.0,9.0
donggaocun_aq,2018-05-06 04:00:00,4,55.0,237.0,17.0,0.4,129.0,9.0
donggaocun_aq,2018-05-06 05:00:00,5,36.0,150.0,12.0,0.3,129.0,7.0
donggaocun_aq,2018-05-06 06:00:00,6,25.0,99.0,10.0,0.3,122.0,7.0
donggaocun_aq,2018-05-06 07:00:00,7,24.0,93.0,10.0,0.2,128.0,11.0
donggaocun_aq,2018-05-06 08:00:00,8,31.0,107.0,12.0,0.3,133.0,12.0
donggaocun_aq,2018-05-06 09:00:00,9,28.0,126.0,18.0,0.3,141.0,8.0
donggaocun_aq,2018-05-06 10:00:00,10,34.0,138.0,18.0,0.3,163.0,7.0
donggaocun_aq,2018-05-06 11:00:00,11,26.0,134.0,18.0,0.3,158.0,6.0
donggaocun_aq,2018-05-06 12:00:00,12,36.0,143.0,20.0,0.4,147.0,6.0
donggaocun_aq,2018-05-06 13:00:00,13,38.0,110.0,21.0,0.4,133.0,7.0
donggaocun_aq,2018-05-06 14:00:00,14,45.0,109.0,19.0,0.4,122.0,9.0
donggaocun_aq,2018-05-06 15:00:00,15,39.0,98.0,15.0,0.4,121.0,11.0
donggaocun_aq,2018-05-06 16:00:00,16,41.0,126.0,17.0,0.4,116.0,12.0
donggaocun_aq,2018-05-06 17:00:00,17,27.0,135.0,21.0,0.4,107.0,9.0
donggaocun_aq,2018-05-06 18:00:00,18,41.0,126.0,20.0,0.4,102.0,8.0
donggaocun_aq,2018-05-06 19:00:00,19,46.0,117.0,19.0,0.4,92.0,8.0
donggaocun_aq,2018-05-06 20:00:00,20,37.0,98.0,18.0,0.4,84.0,7.0
donggaocun_aq,2018-05-06 21:00:00,21,40.0,97.0,18.0,0.4,86.0,7.0
donggaocun_aq,2018-05-06 22:00:00,22,42.0,107.0,16.0,0.4,86.0,6.0
donggaocun_aq,2018-05-06 23:00:00,23,34.0,113.0,18.0,0.4,63.0,5.0
dongsi_aq,2018-05-06 00:00:00,0,55.0,169.0,49.0,0.5,30.0,3.0
dongsi_aq,2018-05-06 01:00:00,1,51.0,159.0,47.0,0.5,49.0,4.0
dongsi_aq,2018-05-06 02:00:00,2,60.0,193.0,52.0,0.5,59.0,4.0
dongsi_aq,2018-05-06 03:00:00,3,107.0,191.0,35.0,0.5,103.0,4.0
dongsi_aq,2018-05-06 04:00:00,4,87.0,174.0,20.0,0.4,141.0,3.0
dongsi_aq,2018-05-06 05:00:00,5,64.0,121.0,17.0,0.4,144.0,2.0
dongsi_aq,2018-05-06 06:00:00,6,60.0,121.0,16.0,0.3,157.0,2.0
dongsi_aq,2018-05-06 07:00:00,7,61.0,123.0,16.0,0.3,161.0,2.0
dongsi_aq,2018-05-06 08:00:00,8,63.0,171.0,16.0,0.4,168.0,2.0
dongsi_aq,2018-05-06 09:00:00,9,54.0,157.0,16.0,0.4,162.0,2.0
dongsi_aq,2018-05-06 10:00:00,10,64.0,164.0,19.0,0.4,155.0,4.0
dongsi_aq,2018-05-06 11:00:00,11,59.0,110.0,21.0,0.4,137.0,7.0
dongsi_aq,2018-05-06 12:00:00,12,56.0,158.0,27.0,0.5,129.0,6.0
dongsi_aq,2018-05-06 13:00:00,13,54.0,172.0,33.0,0.5,112.0,5.0
dongsi_aq,2018-05-06 14:00:00,14,52.0,189.0,32.0,0.5,105.0,6.0
dongsi_aq,2018-05-06 15:00:00,15,51.0,162.0,30.0,0.5,96.0,7.0
dongsi_aq,2018-05-06 16:00:00,16,51.0,143.0,31.0,0.5,88.0,7.0
dongsi_aq,2018-05-06 17:00:00,17,50.0,141.0,35.0,0.5,75.0,8.0
dongsi_aq,2018-05-06 18:00:00,18,49.0,140.0,37.0,0.5,65.0,8.0
dongsi_aq,2018-05-06 19:00:00,19,52.0,128.0,43.0,0.6,46.0,8.0
dongsi_aq,2018-05-06 20:00:00,20,55.0,119.0,79.0,0.6,13.0,7.0
dongsi_aq,2018-05-06 21:00:00,21,57.0,140.0,111.0,0.7,2.0,5.0
dongsi_aq,2018-05-06 22:00:00,22,55.0,122.0,93.0,0.6,3.0,5.0
dongsi_aq,2018-05-06 23:00:00,23,47.0,96.0,64.0,0.5,33.0,4.0
dongsihuan_aq,2018-05-06 00:00:00,0,49.0,239.0,76.0,0.6,8.0,8.0
dongsihuan_aq,2018-05-06 01:00:00,1,47.0,224.0,51.0,0.5,46.0,7.0
dongsihuan_aq,2018-05-06 02:00:00,2,50.0,222.0,52.0,0.5,,6.0
dongsihuan_aq,2018-05-06 03:00:00,3,59.0,240.0,58.0,0.6,,6.0
dongsihuan_aq,2018-05-06 04:00:00,4,51.0,252.0,48.0,0.5,,5.0
dongsihuan_aq,2018-05-06 05:00:00,5,49.0,223.0,37.0,0.5,,4.0
dongsihuan_aq,2018-05-06 06:00:00,6,40.0,174.0,41.0,0.5,128.0,3.0
dongsihuan_aq,2018-05-06 07:00:00,7,39.0,179.0,41.0,0.5,137.0,3.0
dongsihuan_aq,2018-05-06 08:00:00,8,39.0,172.0,22.0,0.4,153.0,3.0
dongsihuan_aq,2018-05-06 09:00:00,9,41.0,161.0,,0.4,144.0,3.0
dongsihuan_aq,2018-05-06 10:00:00,10,42.0,164.0,,0.4,137.0,4.0
dongsihuan_aq,2018-05-06 11:00:00,11,41.0,174.0,,0.5,124.0,7.0
dongsihuan_aq,2018-05-06 12:00:00,12,40.0,158.0,36.0,0.5,122.0,8.0
dongsihuan_aq,2018-05-06 13:00:00,13,44.0,168.0,40.0,0.5,116.0,6.0
dongsihuan_aq,2018-05-06 14:00:00,14,47.0,180.0,41.0,0.6,107.0,7.0
dongsihuan_aq,2018-05-06 15:00:00,15,47.0,236.0,36.0,0.5,102.0,7.0
dongsihuan_aq,2018-05-06 16:00:00,16,50.0,208.0,36.0,0.5,92.0,7.0
dongsihuan_aq,2018-05-06 17:00:00,17,53.0,176.0,37.0,0.5,84.0,8.0
dongsihuan_aq,2018-05-06 18:00:00,18,55.0,162.0,42.0,0.5,72.0,8.0
dongsihuan_aq,2018-05-06 19:00:00,19,62.0,189.0,122.0,0.7,10.0,15.0
dongsihuan_aq,2018-05-06 20:00:00,20,62.0,177.0,116.0,0.7,10.0,13.0
dongsihuan_aq,2018-05-06 21:00:00,21,63.0,178.0,114.0,0.7,10.0,11.0
dongsihuan_aq,2018-05-06 22:00:00,22,54.0,186.0,109.0,0.7,11.0,9.0
dongsihuan_aq,2018-05-06 23:00:00,23,47.0,148.0,97.0,0.6,15.0,6.0
fangshan_aq,2018-05-06 00:00:00,0,46.0,233.0,45.0,0.5,47.0,3.0
fangshan_aq,2018-05-06 01:00:00,1,48.0,235.0,40.0,0.5,98.0,6.0
fangshan_aq,2018-05-06 02:00:00,2,42.0,176.0,26.0,0.5,138.0,6.0
fangshan_aq,2018-05-06 03:00:00,3,41.0,180.0,23.0,0.5,144.0,6.0
fangshan_aq,2018-05-06 04:00:00,4,47.0,205.0,18.0,0.4,162.0,5.0
fangshan_aq,2018-05-06 05:00:00,5,47.0,215.0,17.0,0.4,172.0,5.0
fangshan_aq,2018-05-06 06:00:00,6,48.0,206.0,16.0,0.4,181.0,4.0
fangshan_aq,2018-05-06 07:00:00,7,41.0,187.0,17.0,0.4,179.0,3.0
fangshan_aq,2018-05-06 08:00:00,8,45.0,183.0,21.0,0.4,170.0,3.0
fangshan_aq,2018-05-06 09:00:00,9,43.0,209.0,19.0,0.4,179.0,3.0
fangshan_aq,2018-05-06 10:00:00,10,43.0,181.0,25.0,0.4,171.0,3.0
fangshan_aq,2018-05-06 11:00:00,11,41.0,186.0,29.0,0.5,164.0,4.0
fangshan_aq,2018-05-06 12:00:00,12,41.0,176.0,33.0,0.5,141.0,4.0
fangshan_aq,2018-05-06 13:00:00,13,46.0,199.0,31.0,0.5,126.0,7.0
fangshan_aq,2018-05-06 14:00:00,14,43.0,197.0,29.0,0.5,114.0,5.0
fangshan_aq,2018-05-06 15:00:00,15,40.0,160.0,30.0,0.5,102.0,7.0
fangshan_aq,2018-05-06 16:00:00,16,54.0,164.0,34.0,0.5,91.0,5.0
fangshan_aq,2018-05-06 17:00:00,17,46.0,159.0,41.0,0.5,77.0,4.0
fangshan_aq,2018-05-06 18:00:00,18,47.0,155.0,84.0,0.5,25.0,4.0
fangshan_aq,2018-05-06 19:00:00,19,40.0,122.0,84.0,0.5,21.0,2.0
fangshan_aq,2018-05-06 20:00:00,20,39.0,149.0,100.0,0.5,5.0,2.0
fangshan_aq,2018-05-06 21:00:00,21,43.0,167.0,108.0,0.5,2.0,2.0
fangshan_aq,2018-05-06 22:00:00,22,46.0,158.0,92.0,0.5,19.0,2.0
fangshan_aq,2018-05-06 23:00:00,23,42.0,164.0,80.0,0.5,34.0,3.0
fengtaihuayuan_aq,2018-05-06 00:00:00,0,80.0,250.0,65.0,0.6,35.0,4.0
fengtaihuayuan_aq,2018-05-06 01:00:00,1,80.0,223.0,40.0,0.6,82.0,6.0
fengtaihuayuan_aq,2018-05-06 02:00:00,2,85.0,224.0,35.0,0.6,101.0,6.0
fengtaihuayuan_aq,2018-05-06 03:00:00,3,108.0,234.0,26.0,0.5,149.0,5.0
fengtaihuayuan_aq,2018-05-06 04:00:00,4,112.0,216.0,21.0,0.5,149.0,4.0
fengtaihuayuan_aq,2018-05-06 05:00:00,5,85.0,174.0,17.0,0.4,155.0,3.0
fengtaihuayuan_aq,2018-05-06 06:00:00,6,63.0,188.0,17.0,0.4,163.0,3.0
fengtaihuayuan_aq,2018-05-06 07:00:00,7,82.0,181.0,16.0,0.4,170.0,3.0
fengtaihuayuan_aq,2018-05-06 08:00:00,8,36.0,211.0,19.0,0.5,176.0,3.0
fengtaihuayuan_aq,2018-05-06 09:00:00,9,122.0,187.0,20.0,0.5,169.0,3.0
fengtaihuayuan_aq,2018-05-06 10:00:00,10,,200.0,26.0,0.6,165.0,4.0
fengtaihuayuan_aq,2018-05-06 11:00:00,11,40.0,156.0,33.0,0.6,132.0,7.0
fengtaihuayuan_aq,2018-05-06 12:00:00,12,75.0,205.0,54.0,0.6,103.0,5.0
fengtaihuayuan_aq,2018-05-06 13:00:00,13,70.0,218.0,77.0,0.7,71.0,4.0
fengtaihuayuan_aq,2018-05-06 14:00:00,14,61.0,251.0,69.0,0.7,68.0,4.0
fengtaihuayuan_aq,2018-05-06 15:00:00,15,53.0,227.0,55.0,0.6,72.0,5.0
fengtaihuayuan_aq,2018-05-06 16:00:00,16,58.0,211.0,61.0,0.7,58.0,5.0
fengtaihuayuan_aq,2018-05-06 17:00:00,17,59.0,201.0,78.0,0.7,32.0,5.0
fengtaihuayuan_aq,2018-05-06 18:00:00,18,59.0,181.0,97.0,0.7,8.0,4.0
fengtaihuayuan_aq,2018-05-06 19:00:00,19,65.0,174.0,101.0,0.7,2.0,6.0
fengtaihuayuan_aq,2018-05-06 20:00:00,20,49.0,135.0,105.0,0.7,4.0,6.0
fengtaihuayuan_aq,2018-05-06 21:00:00,21,57.0,174.0,113.0,0.7,2.0,4.0
fengtaihuayuan_aq,2018-05-06 22:00:00,22,50.0,174.0,97.0,0.7,7.0,4.0
fengtaihuayuan_aq,2018-05-06 23:00:00,23,46.0,165.0,79.0,0.7,26.0,4.0
guanyuan_aq,2018-05-06 00:00:00,0,88.0,198.0,76.0,0.6,8.0,4.0
guanyuan_aq,2018-05-06 01:00:00,1,81.0,235.0,73.0,0.6,26.0,4.0
guanyuan_aq,2018-05-06 02:00:00,2,88.0,233.0,60.0,0.6,59.0,4.0
guanyuan_aq,2018-05-06 03:00:00,3,92.0,257.0,34.0,0.5,115.0,5.0
guanyuan_aq,2018-05-06 04:00:00,4,87.0,222.0,26.0,0.4,155.0,4.0
guanyuan_aq,2018-05-06 05:00:00,5,79.0,170.0,22.0,0.3,156.0,3.0
guanyuan_aq,2018-05-06 06:00:00,6,78.0,155.0,22.0,0.3,159.0,2.0
guanyuan_aq,2018-05-06 07:00:00,7,77.0,186.0,23.0,0.2,168.0,2.0
guanyuan_aq,2018-05-06 08:00:00,8,73.0,229.0,23.0,0.3,179.0,3.0
guanyuan_aq,2018-05-06 09:00:00,9,68.0,207.0,22.0,0.3,171.0,3.0
guanyuan_aq,2018-05-06 10:00:00,10,74.0,203.0,25.0,0.4,167.0,4.0
guanyuan_aq,2018-05-06 11:00:00,11,61.0,161.0,32.0,0.4,140.0,7.0
guanyuan_aq,2018-05-06 12:00:00,12,55.0,205.0,35.0,0.5,132.0,7.0
guanyuan_aq,2018-05-06 13:00:00,13,50.0,203.0,38.0,0.5,119.0,6.0
guanyuan_aq,2018-05-06 14:00:00,14,55.0,233.0,41.0,0.5,106.0,6.0
guanyuan_aq,2018-05-06 15:00:00,15,52.0,218.0,41.0,0.5,92.0,7.0
guanyuan_aq,2018-05-06 16:00:00,16,48.0,178.0,36.0,0.5,88.0,7.0
guanyuan_aq,2018-05-06 17:00:00,17,42.0,178.0,40.0,0.5,71.0,6.0
guanyuan_aq,2018-05-06 18:00:00,18,43.0,156.0,47.0,0.6,51.0,6.0
guanyuan_aq,2018-05-06 19:00:00,19,45.0,154.0,67.0,0.8,21.0,4.0
guanyuan_aq,2018-05-06 20:00:00,20,48.0,98.0,98.0,0.7,4.0,5.0
guanyuan_aq,2018-05-06 21:00:00,21,48.0,183.0,109.0,0.7,2.0,6.0
guanyuan_aq,2018-05-06 22:00:00,22,47.0,149.0,90.0,0.6,5.0,4.0
guanyuan_aq,2018-05-06 23:00:00,23,37.0,116.0,61.0,0.6,45.0,4.0
gucheng_aq,2018-05-06 00:00:00,0,150.0,195.0,48.0,0.5,36.0,2.0
gucheng_aq,2018-05-06 01:00:00,1,,186.0,67.0,0.6,36.0,3.0
gucheng_aq,2018-05-06 02:00:00,2,,174.0,37.0,0.6,86.0,4.0
gucheng_aq,2018-05-06 03:00:00,3,98.0,185.0,20.0,0.5,143.0,5.0
gucheng_aq,2018-05-06 04:00:00,4,104.0,146.0,15.0,0.5,144.0,4.0
gucheng_aq,2018-05-06 05:00:00,5,100.0,147.0,15.0,0.5,146.0,3.0
gucheng_aq,2018-05-06 06:00:00,6,106.0,170.0,16.0,0.5,156.0,4.0
gucheng_aq,2018-05-06 07:00:00,7,90.0,116.0,13.0,0.4,152.0,4.0
gucheng_aq,2018-05-06 08:00:00,8,88.0,144.0,14.0,0.4,147.0,3.0
gucheng_aq,2018-05-06 09:00:00,9,83.0,150.0,17.0,0.4,145.0,3.0
gucheng_aq,2018-05-06 10:00:00,10,75.0,142.0,19.0,0.5,145.0,3.0
gucheng_aq,2018-05-06 11:00:00,11,66.0,142.0,23.0,0.5,144.0,3.0
gucheng_aq,2018-05-06 12:00:00,12,63.0,142.0,30.0,0.5,127.0,3.0
gucheng_aq,2018-05-06 13:00:00,13,60.0,137.0,37.0,0.5,105.0,2.0
gucheng_aq,2018-05-06 14:00:00,14,65.0,183.0,47.0,0.5,84.0,2.0
gucheng_aq,2018-05-06 15:00:00,15,69.0,185.0,51.0,0.6,72.0,2.0
gucheng_aq,2018-05-06 16:00:00,16,69.0,150.0,68.0,0.6,47.0,2.0
gucheng_aq,2018-05-06 17:00:00,17,66.0,79.0,99.0,0.6,17.0,2.0
gucheng_aq,2018-05-06 18:00:00,18,60.0,108.0,98.0,0.6,23.0,2.0
gucheng_aq,2018-05-06 19:00:00,19,68.0,128.0,99.0,0.5,17.0,2.0
gucheng_aq,2018-05-06 20:00:00,20,62.0,131.0,89.0,0.6,24.0,2.0
gucheng_aq,2018-05-06 21:00:00,21,57.0,117.0,68.0,0.6,39.0,2.0
gucheng_aq,2018-05-06 22:00:00,22,53.0,126.0,52.0,0.5,54.0,2.0
gucheng_aq,2018-05-06 23:00:00,23,55.0,125.0,64.0,0.6,43.0,2.0
huairou_aq,2018-05-06 00:00:00,0,31.0,132.0,24.0,0.5,42.0,2.0
huairou_aq,2018-05-06 01:00:00,1,30.0,166.0,24.0,0.5,53.0,2.0
huairou_aq,2018-05-06 02:00:00,2,40.0,195.0,20.0,0.5,75.0,2.0
